title,address,region,renting,area,toward,room,traffic,launchtime,floor,elevator,introduction,imagelink
整租·和源大楼 1室1厅 南,闸北-闸北公园-和源大楼,闸北,4200,29,南,1-1-1,西藏北路-182;,2019-08-17,中-9,1,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·永馨小区 2室1厅 南,长宁-北新泾-永馨小区,长宁,5500,52,南,2-1-1,北新泾-935;,2019-08-18,中-6,0,,https://image1.ljcdn.com/310000-inspection/681092f9-5281-49d9-8fab-b30344dd4d2f.jpg.780x439.jpg
整租·海琪园 2室2厅 南/北,黄浦-黄浦滨江-海琪园,黄浦,13000,119,南-北,2-2-1,小南门-778;,2019-08-19,高-31,1,"【房源亮点】 精装修，南北通透，采光好，可看江景，家电家具齐全、业主诚意出租
【交通出行】 有轨交9号线，步行约600米到达小南门站。公共交通：576、581、65、24、930、801、715等；
【周边配套】 步行500米到外滩、豫园、易买得、好又多、沃尔玛等等；农行、工行、中国银行、建行；",https://image1.ljcdn.com/310000-inspection/a13dbba6-c7a9-4fc7-9ee6-9f6a629ee2b9.jpg.780x439.jpg
整租·住友公寓 2室1厅 南,徐汇-万体馆-住友公寓,徐汇,7000,93,南,2-1-1,上海游泳馆-535;龙漕路-713;漕溪路-874;上海体育馆-1020;龙华-1055;,2019-06-09,低-22,1,"【房源亮点】 热门房型，大面积两房居住舒适宽敞通透，近徐家汇商圈，万体馆。
【交通出行】 地铁11/12/3号线，出行比较方便，步行出门到地铁站短时间即可到达
【周边配套】 近地铁，距网红餐厅上上谦仅300米（来自百度图），超市便利店很多，出行方便",https://image1.ljcdn.com/310000-inspection/76e769b5-5a6d-4b80-9fad-dc332168d6ab.jpg.780x439.jpg
整租·新泾一村 1室0厅 南,长宁-北新泾-新泾一村,长宁,5200,35,南,1-0-1,北新泾-114;淞虹路-905;,2019-06-26,高-5,0,"【房源亮点】 1.交通便利：近二号线北新泾地铁站，一百米左右，有多辆公交车，可直达市里，闵行，青浦2.精装修：业主自住装修，家具家电齐全带跑步机，忙碌的生活适当运动，强身健体，朝南卧室，阳光充沛，实地看房体验更好
【装修描述】 1.装修：原先业主自住，房屋精装修，家具家电齐全且都是自住家具，装修较好，跑步机暖气片都有，给您舒心体验

【周边配套】 1.有建设银行，工商银行，农业银行，小超市众多，离西郊百联1.2公里，吃喝玩乐都很方便。",https://image1.ljcdn.com/310000-inspection/82c46cc3-7a45-47d0-a546-49bb11cdb129.jpg.780x439.jpg
整租·逸亭佳苑 3室2厅 南,浦东-周浦-逸亭佳苑,浦东,3500,88,南,3-2-2,,2019-03-27,高-14,1,"【房源亮点】 逸亭佳苑 电梯大三房 楼层好 位置好。。。。。。。。。。。。。。
【户型介绍】 楼层好，两房朝南，一房朝北 采光好。。。。。。。。。。。。。
【交通出行】 交通方便，出门就有公交站台，距离周浦公园，绿地缤纷广场仅1km左右，门口主干道离周浦小上海步行街及周浦万达广场都比较近……",https://image1.ljcdn.com/310000-inspection/624e970b-81d5-4ee2-8767-03fc4cc29911.jpg.780x439.jpg
整租·骏豪国际 1室1厅 西,静安-南京西路-骏豪国际,静安,8500,50,西,1-1-1,南京西路-545;静安寺-898;,2019-06-06,高-29,1,"【房源亮点】 离2号线南京西路站700米，属于静安区的烫金地段。陕西北路上公交错综复杂，出行购物无忧。小区地段好，楼层好，装修也不错，家具家电齐拎包入住。
【交通出行】 位于静安区商务区域，南京西路、静安寺商圈汇集众多品牌，办公楼林立，梅龙镇广场（美国领事馆）、恒隆广场、中信泰富广场、久光百货近在咫尺，地铁2,12号线。公交： 148路内环 311路空调 330路..
【周边配套】 商圈: 南京西路商圈 购物: 金鹰国际购物、梅陇镇伊势丹、恒隆广场、中信泰富广场 银行: 上海浦东发展银行恒隆广场支行、上海银行南京西路支行，吴江路小吃街，吃喝玩乐一应俱有",http://vrlab-image.ljcdn.com/release/auto3dhd/6f147ad12423c2223a27840e20c75854/screenshot/1559873306_0/pc0_kf3gDHCEa.jpg.q_70.jpg
整租·爱俪轩 1室0厅 南,静安-静安寺-爱俪轩,静安,8500,57,南,1-0-1,江苏路-856;静安寺-1138;,2019-08-19,低-38,1,"【房源亮点】 精装修，电梯房，地段好，采光好，近地铁2号线，近71路公交，出行方便，近菜市场，生活方便。

【户型介绍】 装修精美，朝向东南，房间开阔敞亮，采光效果好，看房方便，提前约即可。

【交通出行】 城市快速公交71路镇宁路站100米，2号线/11号线江苏路站700米，900米延安高架路口。（数据来源百度地图）
【周边配套】 上海戏剧学院，静安寺商圈，武康路花园洋房，华山华东三甲医院，配套齐全生活方便",https://image1.ljcdn.com/310000-inspection/a0e2b3fa-a409-42b6-91b2-10e66a8e4222.jpg.780x439.jpg
整租·长虹小区 2室1厅 南,长宁-新华路-长虹小区,长宁,7300,53,南,2-1-1,虹桥路-50;宋园路-759;宜山路-919;,2019-08-05,低-6,0,"【房源亮点】 小区低价两房，舒适中楼层，居家装修，拎包入住，地铁沿线，闹中取静，是居住生活的不二选择。
【装修描述】 居家装修，家具家电齐全，离汇京国际广场近，配套齐全，中高楼层，采光无遮挡。
【交通出行】 小区位于虹桥路996弄，近地铁3/4/10号虹桥路地铁站，可以说是出门就是地铁口，交通十分便利",https://image1.ljcdn.com/310000-inspection/24594d75-42c6-4818-b3ae-66711b55bf27.jpg.780x439.jpg
整租·虹梅花苑 2室1厅 南,长宁-西郊-虹梅花苑,长宁,5800,39,南,2-1-1,龙溪路-308;上海动物园-1192;,2019-07-30,高-6,0,,https://image1.ljcdn.com/310000-inspection/30b3f46c-84e9-457d-9b12-48fe2a8e397a.jpg.780x439.jpg
整租·番禺路650弄 2室1厅 南,徐汇-徐家汇-番禺路650弄,徐汇,6000,42,南,2-1-1,交通大学-500;虹桥路-649;,2019-08-01,高-6,0,"【房源亮点】   番禺路650弄  简单装修  两房朝南  采光好  楼层佳 配套全 交通便利 近地铁
【交通出行】 小区邻交通大学地铁站10、11号线 虹桥路地铁站3、4、10号线 距徐家汇站1、9、11号线 多条交通线出行方便、银行、菜市场、餐饮、娱乐设施齐全
【周边配套】 近交通大学地铁站10、11号线 虹桥路地铁站3、4、10号线 徐家汇站1、9、11号线",https://image1.ljcdn.com/310000-inspection/af9179f4-fe05-41ef-b3e8-25cc747caef4.jpg.780x439.jpg
整租·淮海中路1270弄 1室0厅 东,徐汇-衡山路-淮海中路1270弄,徐汇,5300,29,东,1-0-1,常熟路-66;陕西南路-794;静安寺-888;上海图书馆-940;衡山路-1156;,2019-05-04,低-6,1,"【房源亮点】 淮海路商圈，音乐学院，近地铁1/7号陕西南路站，出行方便，诚意出租
【交通出行】 地铁1/7号线常熟路1/10/12陕西南路站，多条公交轨道汇集，交通方便；淮海路商圈，巴黎春天、环贸商城
【周边配套】 淮海路商圈，巴黎春天、环贸商城；襄阳公园；工商银行、中国银行、交通银行、邮政银行；位育实验学 校，九年一贯制",https://image1.ljcdn.com/310000-inspection/684d3cd8-20c3-45f2-be82-3b74feb935ee.jpg.780x439.jpg
整租·东南一村 4室1厅 南/北,浦东-周浦-东南一村,浦东,3500,98,南-北,4-1-1,,2019-04-14,高-5,0,"【房源亮点】 价格便宜，诚意出租，，，，，，，，，，，，，，，，，，，，，，，
【户型介绍】 原始的三房改的四房，看房方便，家具家电都有，中等装修，拎包入住
【装修描述】 以前的老装修，，，，，，，，，，，，，，，，，，，，，，，，，，",https://image1.ljcdn.com/310000-inspection/e400b871-b6e3-48e3-bb34-31998642b42f.jpg.780x439.jpg
整租·长桥新村 1室1厅 南,徐汇-长桥-长桥新村,徐汇,4800,36,南,1-1-1,,2019-04-16,中-4,0,,https://image1.ljcdn.com/310000-inspection/4d7a483d-b7d0-4955-956f-5facf644bb40.jpg.780x439.jpg
整租·长虹坊 2室1厅 南/北,徐汇-康健-长虹坊,徐汇,7000,71,南-北,2-1-1,,2019-07-18,高-6,0,"【户型介绍】 南北两房，南房带阳台，厨卫朝北，通风效果及采光效果都棒！！！
【交通出行】 小区门口有公交站牌 有多路公交可以选择 小区位置 近地铁十二号线 三号线 一号线 交通便捷
【周边配套】 小区出门有个桂林西街菜市场 里边各类商品都有的卖 生活设施齐全",https://image1.ljcdn.com/310000-inspection/14101854-28d6-4a79-8805-7eb28f033bcc.jpg.780x439.jpg
整租·康湾苑 2室1厅 南,浦东-康桥-康湾苑,浦东,3300,93,南,2-1-1,,2019-07-18,低-12,1,"【交通出行】 公交：451路, 581路, 周康2、10、9路、 南新专线, 沪南线, 龙惠专线, 1106 地铁：11号线
【周边配套】 商场：大润发超市、天天便利店、万家乐超市 医院：周浦医院、国龙医院 银行：华夏银行、中国银行、中国建设银行、中国工商银行
【小区介绍】 康湾苑，地处康桥半岛生活城西南秀沿路商街南侧，是在社区中 央位置推出的小高层社区，占地面积为2700亩。",https://image1.ljcdn.com/310000-inspection/test-598de1b1-e63a-4a48-9efd-3c42afbac14d.png.780x439.jpg
整租·宛南六村 2室1厅 南,徐汇-龙华-宛南六村,徐汇,7000,49,南,2-1-1,上海游泳馆-518;上海体育场-647;龙华中路-1144;龙华-1176;,2019-06-30,高-6,0,"【房源亮点】 正规两室一厅，南北通透，主卧朝南带阳台，精装修家具家电全配，拎包入住
【装修描述】 居家精装修，卧室A是上下铺床，卧室B是1.3*2米的床，空间大可住2-4人
【交通出行】 11号线上海游泳馆-步行490米 4号线上海体育场-步行737米 11/12号线龙华-767米 3号线漕溪路-步行867米 12号线龙漕路-步行1055米 7/12号线龙华中路-步行1143米
【周边配套】 小区出门天钥桥路上多超市便利店水果店，近宛南五村双峰菜市场、徐汇滨江跑道，多公交站",http://vrlab-image.ljcdn.com/release/auto3dhd/b2b4b0a0d4210a1c124804705fe86707/screenshot/1560395486_9/pc0_AeCntNckd.jpg.q_70.jpg
整租·海畔家园(二期) 2室2厅 南,奉贤-柘林-海畔家园(二期),奉贤,1600,105,南,2-2-2,,2019-07-14,高-6,0,"【房源亮点】 房源楼层6楼 中间为南北通透的客厅 采光通透 位于小区位置较好 租金价格合理
【装修描述】 两房大毛坯， 户型方正 家电全配 整个全明户型 适合一家人居住
【周边配套】 海湾近2公里左右 离柘林镇4公里左右 配套相对完善 大学城旁边 位置品质小区",https://image1.ljcdn.com/shfdfs-image/20170619/0492b4b6-b99f-46e6-8aa3-c9c140f58929.jpg.780x439.jpg
整租·宣化小区 1室0厅 南,长宁-中山公园-宣化小区,长宁,5900,32,南,1-0-1,江苏路-289;中山公园-859;,2019-08-09,高-6,0,"【交通出行】 小区近江苏路地铁站，步行只要5分左右，去静安寺，徐家汇等很方便。
【出租原因】 业主自己有房子住，这套房子一直在对外出租，想通过出租获得一部分收益。
【周边配套】 小区旁有超市，水果店，小吃一条街；另距离巴黎春天大商场，龙之梦大商场，家乐福都比较近，让您感受休闲娱乐吃喝一条龙的生活品质！",https://image1.ljcdn.com/hdic-frame/81cbc974-00b4-4fb6-a10c-3535b7458ad8.png.780x439.jpg
整租·紫阳花苑 2室2厅 南/北,徐汇-华泾-紫阳花苑,徐汇,6200,81,南-北,2-2-1,,2019-08-18,高-6,0,,https://image1.ljcdn.com/310000-inspection/3821128b-1a12-4614-8331-987eb58c57d2.jpg.780x439.jpg
整租·上影公寓 1室1厅 西南,徐汇-徐家汇-上影公寓,徐汇,6000,41,西南,1-1-1,上海体育场-159;上海体育馆-443;上海游泳馆-737;徐家汇-1074;,2019-07-31,高-18,1,"【房源亮点】 楼下就是星游城，吃喝一体。底下1,4号线上海体育场站，居家装修，诚意出租
【装修描述】 居家风格，装修精致，家具家电齐全，房屋保持干净，整洁，居住舒适，高楼层视野开阔
【交通出行】 尽享双地铁口，轨道交通很便利。小区出门左拐和右拐3min以内分别可以到达上海体育场（4号线）和上海体育馆地铁站（1/4号线），穿过上海体育场即可到达上海游泳馆（11号线）。",https://image1.ljcdn.com/310000-inspection/81b5907e-e79c-43c6-a096-fdfcb89a29be.jpg.780x439.jpg
整租·康平路95号 2室0厅 南,徐汇-衡山路-康平路95号,徐汇,6500,38,南,2-0-1,上海图书馆-593;衡山路-610;交通大学-922;徐家汇-1061;,2019-03-24,高-6,0,"【房源亮点】 康平路近上海图书馆精装两房，近地铁，采光好，无遮挡，看房方便
【交通出行】 交通便利，有地铁1号线衡山路站，地铁10号线上海图书馆站，徐家汇公园也在旁边，徐家汇商圈旁边。
【周边配套】 交通便利，有地铁1号线衡山路站，地铁10号线上海图书馆站，徐家汇公园也在旁边，徐家汇商圈旁边。",https://image1.ljcdn.com/310000-inspection/b19ed2c4-eabf-4d76-83a1-626bac9bf322.jpg.780x439.jpg
整租·虹桥美爵酒店 1室1厅 南,长宁-仙霞-虹桥美爵酒店,长宁,7300,53,南,1-1-1,娄山关路-1186;,2019-08-07,高-28,1,,https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·渔阳里 1室1厅 南,黄浦-淮海中路-渔阳里,黄浦,11000,40,南,1-1-1,黄陂南路-212;淮海中路-329;陕西南路-707;新天地-968;南京西路-1141;大世界-1167;,2019-07-15,低-2,0,"【房源亮点】 此房为小洋房式，装修较好，深受年轻人喜欢风格。。。。。。。。。。。
【交通出行】 交通方便，小区门口300米黄陂南路地铁站 1号线10号线 。。。。。。
【出租原因】 业主原先自住 后因工作调动 可长期出租。。。。。。 希望找素质好的租客",http://vrlab-image.ljcdn.com/release/auto3dhd/4ed87aba5e6a78f01259df17a9656f29/screenshot/1563507345_4/pc0_lHWRSLNZq.jpg.q_70.jpg
整租·高桥二村 1室0厅 南,浦东-外高桥-高桥二村,浦东,2600,30,南,1-0-1,港城路-1014;,2019-07-24,低-6,0,"【装修描述】 房屋是很简单的老装修，卧室只有床，缺少部分家具家电，无衣柜，无冰箱
【交通出行】 交通 地铁6号线终点站港城路站 ，公交611、640、81、181、浦东17路
【小区介绍】 小区可停车，老小区环境适宜，设施完备，商圈多，购物、饮食、就医等生活便利，距离地铁站近",https://image1.ljcdn.com/hdic-frame/test-7e6852b1-abda-4e65-8e3b-76ccfce3bf9c.png.780x439.jpg
整租·江南清漪园 2室1厅 南/北,浦东-惠南-江南清漪园,浦东,2700,80,南-北,2-1-1,,2019-06-26,高-6,0,"【装修描述】 房子格局合理,采光很好，居住舒适，价格低，适合过度，机会难得!
【交通出行】 步行只需5~10可到达16号线，公交车小区门口就有很多，可步行至乐购，S32高速，S2沪芦高速，S1迎宾高速，浦东国际机场
【周边配套】 生活配套：欧尚超市场。 医疗配套：浦东医院三级甲等医院 教育配套：听潮幼儿园
业主说",https://image1.ljcdn.com/310000-inspection/beece35e-66cb-47b4-b527-44dd47b8b79e.jpg.780x439.jpg
整租·布鲁斯小镇(绿地·皇家官邸) 2室1厅 南,浦东-惠南-布鲁斯小镇(绿地·皇家官邸),浦东,2700,92,南,2-1-1,,2019-08-11,中-14,1,"【房源亮点】 业主自住精装修，前排，景观楼层，采光通风无遮挡，家电齐，拎包入住，看房随时
【交通出行】 步行15分..钟即到地铁11号线惠南站，与外环线、沪南路、A2与A30相去不苑，可快捷出入于上海各中..心，交通方便快捷。因毗..邻惠南镇中..心商..业集群，拥有乐购、国美、布斯卡品牌折扣中..心、电影院、餐饮街等
【周边配套】 周，边步行街，乐购超市，菜市场，银行 ，医院，幼儿园、小，学，出行都很方便",https://image1.ljcdn.com/310000-inspection/bb172e1f-d4af-4bcb-9e33-d76bfa0cd443.jpg.780x439.jpg
整租·旭辉百合宫馆 2室2厅 南,青浦-盈浦-旭辉百合宫馆,青浦,2500,90,南,2-2-1,漕盈路-1003;,2019-07-07,低-14,0,,https://image1.ljcdn.com/310000-inspection/452ffb75-cca6-44a9-9c06-25e760c147e1.jpg.780x439.jpg
整租·开鲁二村 1室1厅 南,杨浦-中原-开鲁二村,杨浦,4000,46,南,1-1-1,市光路-214;嫩江路-966;,2019-08-19,高-6,0,,https://image1.ljcdn.com/310000-inspection/7c8db233-3ed0-4762-8a35-394606754068.jpg.780x439.jpg
整租·绿地香颂(奉贤)(公寓) 1室1厅 南,奉贤-海湾-绿地香颂(奉贤)(公寓),奉贤,1600,62,南,1-1-1,,2019-07-27,中-8,1,,http://vrlab-image.ljcdn.com/release/auto3dhd/ec3f65a3af5d8ca8b686dee6f930405e/screenshot/1564559974_7/pc0_HCBfFbU5t.jpg.q_70.jpg
整租·听潮民乐苑 3室2厅,浦东-惠南-听潮民乐苑,浦东,2900,114,3室2厅2卫,5,,2018-02-01,中-5,0,"【房源亮点】 本房所在的小区位于拱极路与通济路的交叉口，位于惠南繁华地区。本房是三室两厅，南北通透，房型正气，采光充足，看房方便。
【户型介绍】 本房是步梯房，该房是中间楼层，楼层好，位置佳，采光充足前后无遮挡。
【周边配套】 小区距离地铁站大约1500米左右，可乘坐1111路三站到达地铁站，通济路上有小吃一条街等、",https://image1.ljcdn.com/310000-inspection/5ee720b0-0f0b-4a9d-8da5-6caa34f22281.jpg.780x439.jpg
整租·天山五村(旧) 1室0厅 南,长宁-天山-天山五村(旧),长宁,5000,33,南,1-0-1,娄山关路-285;威宁路-793;,2019-07-23,中-4,0,,https://image1.ljcdn.com/310000-inspection/7d3cc353-22d8-4280-8893-824662a58955.jpg.780x439.jpg
整租·民心小区 1室1厅 南,长宁-中山公园-民心小区,长宁,5100,45,南,1-1-1,江苏路-689;中山公园-749;隆德路-832;,2019-08-02,高-6,0,"【房源亮点】 中山公园天然氧吧 后看苏州河景观 精装一房 温暖干净 宜家宜居 值得拥有
【交通出行】 交通便利有2/3/4 /11/13多条主要地铁线,交通便利，出行方便！
【周边配套】 小区旁边就是长宁支路菜市场，超市，水果店，各式小吃一条街；另有巴黎春天大商场，龙之梦大商场，家乐福大卖场，苏宁电器、旗舰店，国美电器，龙之梦电影院，以及龙之梦楼上的大江南北各地风味美食种类繁多，娱乐休闲的生活设施方便",https://image1.ljcdn.com/310000-inspection/1a7d3504-9fc1-47c2-a255-d322cc017767.jpg.780x439.jpg
整租·越纪公寓 2室1厅 南,黄浦-世博滨江-越纪公寓,黄浦,8500,73,南,2-1-1,西藏南路-63;南浦大桥-1028;,2019-08-12,高-25,1,"【房源亮点】 小区位置近地铁站，出门左边就是4/8号线地铁，紧靠西藏南路地铁二号口，交通出行方便，位于黄浦区西藏南路和中山南一路交叉处，生活设施齐全，交通便利。房子是电梯房，两梯。
【交通出行】 近地铁，出门左边就是4/8号线地铁，紧靠西藏南路地铁二号口，交通出行方便，位于黄浦区西藏南路和中山南一路交叉处，生活设施齐全，交通便利。
【出租原因】 业主诚意出租，租客月底到期，看房方便有钥匙，小区环境较好.
............",https://image1.ljcdn.com/310000-inspection/4e517be1-9ddf-4782-a236-15edcf633457.jpg.780x439.jpg
整租·安顺路365号 2室1厅 南/北,长宁-虹桥-安顺路365号,长宁,6500,61,南-北,2-1-1,伊犁路-650;宋园路-672;,2019-04-17,高-7,1,"【房源亮点】 1，交通方便，3，4，10号地铁步行可到，小区有公交多部站牌。 2，地理位置优越，内环内，成熟社区，小区的绿化高达40%，让您感受花园一样的家
【出租原因】 此房是业主以前的装修，装修适合居家的，经济实惠，房屋设备齐全
【小区介绍】 空置房源诚意出租，价格也是符合小区均价的。房东诚心出租，要求客户好、素质高，有稳定工作的价格还可便宜，小区很安全，24h保安巡逻值班。",https://image1.ljcdn.com/310000-inspection/d1ff4622-dd44-404a-9343-267c4bd07b93.jpg.780x439.jpg
整租·黄浦华庭 2室2厅 南,黄浦-蓬莱公园-黄浦华庭,黄浦,13000,103,南,2-2-1,西藏南路-688;陆家浜路-755;南浦大桥-831;,2019-03-29,中-28,1,"【房源亮点】 近4 8号线西藏南路地铁站 精装修南北两房。。。。。。。。。。。。
【户型介绍】 一房朝南 一房朝北 厅东西向 前排采光好。。。。。。。。。。。。。
【装修描述】 精装修 中  央空调 。。。。。。。。。。。。。。。。。。。。。。。
【交通出行】 4 8号线地铁站 。。。。。。。。。。。。。。。。。。。。。。。。。
【周边配套】 大富贵 上蔬永辉 中国银行等。。。。。。。。。。。。。。。。。
【小区介绍】 07年高档小区 黄浦区品质小区。。。。。。。。。。。。。。。。。",https://image1.ljcdn.com/310000-inspection/a17aeeb3-05f6-478f-9b4c-cc16b6f1c298.jpg.780x439.jpg
整租·金田花园 2室1厅 南,浦东-周浦-金田花园,浦东,3500,80,南,2-1-1,,2018-10-11,高-5,0,"【房源亮点】 金田花园二期  简装两房  带阁楼  阁楼有一室一厅一卫  相当于三房
【户型介绍】 此房为南北通透的正房  两个主卧都朝南  阁楼的卧室也是朝南的  采光好
【周边配套】 金田花园二期  距离小上海步行街 步行几min   绿地缤纷广场 印象春城广场",https://image1.ljcdn.com/310000-inspection/2dd4903b-d5ee-4f90-bd4e-4ade15e2b5a7.jpg.780x439.jpg
整租·泰燕华庭 2室2厅 南,浦东-惠南-泰燕华庭,浦东,2800,94,南,2-2-1,,2018-02-01,中-6,0,"【房源亮点】 户型方正，南北通，交通便利，生活居家工作方便，繁华地段，禹洲旁边，装修精致，家具家电齐全
【户型介绍】 此房为南北通户型，户型方正，94.35平，布局舒展，主卧朝南次卧朝北，全明设计，南北通透，采光充分，有利于室内空气流通
【装修描述】 精装全配，家具家电齐全，装修的很精致，东西保养到位，实木地板，整体厨房，窗明几净
【交通出行】 小区门口就有公交站，旁边是沪南公路、听潮路，出行便利，门前公交可直达惠南地铁站",https://image1.ljcdn.com/shfdfs-image/20171202/1665083b-b5e8-4737-b00f-3e7aa07af908.jpg.780x439.jpg
整租·骏豪国际 1室1厅 北,静安-南京西路-骏豪国际,静安,8400,53,北,1-1-1,南京西路-545;静安寺-898;,2019-08-19,高-29,1,,https://image1.ljcdn.com/310000-inspection/52c17fed-f3d6-4c38-9364-7c0d8aefdfc3.jpg.780x439.jpg
整租·旭辉朗悦庭 2室2厅 南/北,青浦-练塘-旭辉朗悦庭,青浦,2200,90,南-北,2-2-1,,2019-04-17,低-14,0,,https://image1.ljcdn.com/310000-inspection/5e71e133-1956-4110-a65e-33bcdcdecf17.jpg.780x439.jpg
整租·棕榈滩海景城 2室1厅 南,奉贤-海湾-棕榈滩海景城,奉贤,1800,90,南,2-1-1,,2019-07-18,高-18,1,,https://image1.ljcdn.com/310000-inspection/b40eed29-78d3-40ff-b2f3-2754bf5868aa.jpg.780x439.jpg
整租·长虹坊 2室1厅 南,徐汇-康健-长虹坊,徐汇,5800,74,南,2-1-1,,2019-08-14,高-6,0,"【房源亮点】 家具家电齐全，卫生间洗手台下配有小厨宝，热水直供。265升直冷冰箱是新买的，另有三洋滚筒洗衣机，客厅空调可以带动整套房子；
储藏收纳功能较好，进门处有储藏室，门外有大鞋柜，两个卧室都有一套大衣橱+整面墙吊柜，另有五斗橱、书橱、办公桌等适合家用。
【户型介绍】 两房朝南   客厅厨房均带有明窗，房间使用面积利用率高，采光通风性良好
【交通出行】 小区门口有公交站牌 有多路公交可以选择 小区位置 近地铁十二号线 三号线 一号线 交通便捷
【周边配套】 小区出门有个桂林西街菜市场 里边各类商品都有的卖 生活设施齐全",https://image1.ljcdn.com/310000-inspection/870c1948-e54d-4b16-97a2-5be88c714ae7.jpg.780x439.jpg
整租·凤城二村 1室1厅 南,杨浦-控江路-凤城二村,杨浦,4000,32,南,1-1-1,江浦路-249;黄兴路-585;鞍山新村-953;黄兴公园-963;延吉中路-992;,2019-06-27,低-5,0,,https://image1.ljcdn.com/310000-inspection/3ce8047b-910e-44b9-a24e-7cad557972c0.jpg.780x439.jpg
整租·新泾八村 2室1厅 南,长宁-北新泾-新泾八村,长宁,7500,84,南,2-1-1,淞虹路-324;北新泾-906;,2019-08-22,高-13,1,,https://image1.ljcdn.com/310000-inspection/5295d044-54a6-43ab-801f-f4eb7030a83a.jpg.780x439.jpg
整租·城中东路311号 3室2厅 南,青浦-夏阳-城中东路311号,青浦,3300,117,南,3-2-2,,2019-07-06,高-7,0,,https://image1.ljcdn.com/310000-inspection/629686c6-b625-4a14-8e24-d16934efd79c.jpg.780x439.jpg
整租·东方听潮豪园 2室2厅 南,浦东-惠南-东方听潮豪园,浦东,3500,122,南,2-2-1,,2019-08-07,高-13,1,,http://vrlab-image.ljcdn.com/release/auto3dhd/61230169c1caccf624ca6178173a51ae/screenshot/1566202405_5/pc0_jxPTmmO50.jpg.q_70.jpg
整租·又一村(静安) 2室1厅 南,静安-江宁路-又一村(静安),静安,8000,52,南,2-1-1,昌平路-387;静安寺-633;长寿路-1196;,2019-08-19,中-7,0,"【交通出行】 小区南北面有两条地铁，7号线昌平路站，2号线静安寺站，公交车：76路 138路等
【周边配套】 该房源地理位置十分方便，2号线静安寺站778米，7号线昌平站590米（数据来源百度地图），小区边多路公交围绕，交通极其便利 ，周bi配套设施齐，儿童医院，华山分院，静安区3大名校之一，小区百米内有菜场、超市，到南京西路商圈纵享奢华品质生活
【小区介绍】 本小区为多层楼梯房，分三期建造，一期1987年二期1989年三期1999年，小区自住率95％，业主占比60％，租客占比35％ 小区位置比较好，两条地铁，7号线昌平路站。2号线静安寺站",https://image1.ljcdn.com/hdic-frame/test-97afaa43-547e-40e2-922f-d37858a902d8.png.780x439.jpg
整租·协昌小区 1室1厅 南,徐汇-龙华-协昌小区,徐汇,5500,54,南,1-1-1,上海游泳馆-412;上海体育场-541;上海体育馆-1004;龙华-1162;,2019-07-18,低-24,1,"【房源亮点】 正规的一室一厅，大面积一房，卧室阳台朝南，南北通透，居住舒适
【交通出行】 近11号线游泳馆站约400米，4号线体育场站约500米，小区楼下多公交车站，交通出行方便
【出租原因】 房东住的远，需要处理多余房产增加收益，希望找到投缘的租客，可以长租两年
【周边配套】 小区出门天钥桥路，多超市便利店、餐饮店，有水果店，建设银行、中国银行、工商银行",https://image1.ljcdn.com/310000-inspection/0339bfe7-ad48-4684-98ab-0dae097c508a.jpg.780x439.jpg
整租·绿地海岸城 1室1厅 南,浦东-合庆-绿地海岸城,浦东,3500,41,南,1-1-1,,2019-08-05,高-8,0,"【装修描述】 绿地海岸城 精装复式 家具家电全配 价格可以商议 交通便利 购物便利
【周边配套】 聚集多个大型设施，1.4公里爱琴海购物公园，1.9公里万象城，700米左右虹桥盛世莲花广场，1.3公里金虹桥广场
【小区介绍】 绿地海岸城位于上海浦东合庆镇,是一个20万方城市商办综合体。。。。。。。。。。。。。。。。。。。。。。。。",https://image1.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg
整租·武定路540弄 2室0厅 南,静安-江宁路-武定路540弄,静安,7000,49,南,2-0-1,昌平路-826;,2019-08-16,低-22,1,"【交通出行】 步行到地铁7号线昌平路站910米，有2430423路公交车，交通便利;
【周边配套】 小区生活便利，环境优美，出门有水果店，菜市场，超市，餐饮店等，
【小区介绍】 小区在武定路540弄，小区绿化好，环境优美，适合朋友，情侣，一家人居住；",https://image1.ljcdn.com/hdic-frame/3872f05d-310c-40ca-9f58-4d61d87a7397.png.780x439.jpg
整租·瞿溪坊 3室2厅 南,黄浦-五里桥-瞿溪坊,黄浦,12000,113,南,3-2-1,鲁班路-329;世博会博物馆-681;马当路-902;,2019-03-16,高-7,0,"【房源亮点】 房子是房东刚配置好的 这边刚用于出租 自住的房子 保养得很好 适用于一家老小 
【交通出行】 南有13号线世博站 北有马当路地铁站9/13 西有4号线鲁班路地铁站  东有西藏南路4/8
【周边配套】 步行200米就有大型商场汇景天地 地下一楼包揽了一天三餐 地下二楼是个大型商场永辉超市 地上是你爱喝的珍珠奶茶和银行",https://image1.ljcdn.com/310000-inspection/23275898-a6c5-438b-976a-6c652cce196a.jpg.780x439.jpg
